User ID,Hotel ID,Ratings,Satisfaction,Staff,Facilities,Cleanliness,Comfort,Value for money,Location,Free Wifi
1311,15,8.2,2,7.07,7.65,9.23,7.39,9.16,9.46,7.61
1312,16,8.4,3,9.95,7.85,8.87,8.0,8.76,7.65,7.75
1313,17,8.8,5,9.86,8.64,7.8,9.51,8.56,8.95,8.61
1314,18,8.0,5,7.99,9.48,7.78,8.66,7.76,7.31,7.28
1315,19,8.4,1,7.92,7.17,8.44,9.66,9.79,8.32,7.37
1316,20,8.5,5,8.05,8.28,8.05,9.9,9.44,8.35,7.12
1317,21,8.9,4,9.02,9.54,9.24,9.72,9.01,7.31,8.36
1318,22,8.4,4,7.24,8.44,9.81,7.11,8.78,8.08,9.52
1319,23,8.6,4,9.59,9.29,9.84,7.31,7.12,9.65,7.08
1320,24,8.2,3,7.18,7.82,9.46,8.6,8.44,7.22,8.36
1321,25,8.9,4,9.56,8.99,7.49,9.31,8.53,9.43,9.08
1322,26,8.2,2,8.22,9.39,7.99,9.13,7.01,7.24,8.63
1323,27,7.6,5,7.39,7.16,7.4,9.15,8.05,7.08,7.22
1324,28,8.1,4,7.49,7.47,8.96,8.27,8.86,7.61,8.09
1325,29,8.8,3,7.7,9.64,9.08,8.46,9.58,7.8,9.58
1326,30,8.7,3,9.38,9.51,9.47,9.3,7.67,8.7,7.14
1327,31,8.4,3,7.64,9.02,8.45,8.63,7.98,9.18,7.77
1328,32,8.9,3,8.42,9.73,8.34,8.57,8.49,8.78,9.87
1329,33,8.3,5,8.13,8.67,7.9,7.37,8.7,9.76,7.74
1330,34,8.5,3,7.6,8.1,7.74,7.29,9.99,9.98,8.83
1331,35,8.2,4,7.78,9.45,7.29,9.67,7.41,8.6,7.33
1332,36,8.4,1,7.98,7.22,8.6,7.04,8.46,9.85,9.79
1333,37,8.7,4,9.37,8.08,7.36,9.54,7.43,9.38,9.67
1334,38,8.4,5,7.55,8.9,9.14,9.42,8.66,7.02,8.21
1335,39,8.9,1,7.7,9.35,8.63,9.42,9.62,8.25,9.16
1336,40,8.4,2,8.15,8.1,8.58,7.63,9.95,7.68,9.05
1337,41,8.9,1,7.76,9.1,9.19,9.78,9.7,7.14,9.9
1338,42,7.9,5,7.9,7.13,9.19,7.87,7.58,7.99,7.82
1339,43,8.4,5,7.76,8.29,9.19,8.15,8.02,7.84,9.42
1340,44,8.3,2,8.24,8.07,9.48,7.32,7.39,7.43,9.89
1341,45,8.8,4,7.37,8.29,9.97,8.18,9.99,9.07,8.61
1342,46,8.7,1,7.25,7.1,9.12,7.97,9.69,9.86,9.66
1343,47,8.4,4,8.01,9.67,7.22,9.52,7.76,8.91,7.87
1344,48,8.2,4,8.75,7.48,8.81,7.16,9.21,9.0,7.15
1345,49,8.7,5,9.87,8.11,9.68,8.64,7.36,7.66,9.93
1346,50,8.3,3,7.01,8.45,9.01,7.48,8.4,7.98,9.5
1347,51,8.9,3,9.08,9.02,7.92,9.25,9.11,8.55,9.64
1348,52,8.9,1,9.24,8.26,9.28,8.97,8.71,7.85,9.79
1349,53,8.4,2,7.49,9.88,8.89,7.97,9.78,7.03,7.74
1350,54,8.2,1,7.14,8.6,8.15,7.19,8.25,9.54,8.33
1351,55,8.6,3,9.32,8.19,9.45,7.24,8.3,9.4,8.11
1352,56,8.3,5,7.53,9.41,8.78,7.5,9.1,7.67,7.85
1353,57,8.7,1,8.58,9.83,7.88,7.36,7.77,9.81,9.76
1354,58,8.3,2,8.33,8.67,7.59,9.48,7.26,8.33,8.52
1355,59,9.1,1,8.76,9.95,8.89,7.87,9.11,9.8,9.42
1356,60,8.6,2,8.14,8.25,9.78,8.82,9.56,8.53,7.07
1357,61,8.0,4,7.73,8.9,7.39,9.74,7.14,7.47,7.37
1358,62,8.5,4,9.53,8.53,7.83,8.53,9.88,7.99,7.25
1359,63,8.6,2,9.51,9.29,9.62,7.3,9.08,8.28,7.27
1360,64,8.4,2,7.05,8.84,9.23,8.83,8.1,9.02,7.64
1361,65,8.8,5,8.7,8.55,9.12,8.33,8.45,9.47,9.02
1362,66,8.5,2,9.69,9.18,7.89,7.12,8.75,8.78,8.41
1363,67,8.4,2,9.65,9.58,8.97,8.76,7.01,7.21,7.89
1364,68,8.8,1,9.95,8.29,9.92,7.58,8.52,8.1,9.12
1365,69,8.0,5,8.83,7.55,8.34,7.7,7.03,7.17,9.22
1366,70,8.6,1,9.55,9.33,9.85,7.04,9.3,7.87,7.33
1367,71,8.4,5,7.97,8.4,8.16,8.06,9.65,9.0,7.28
1368,72,8.3,4,7.59,7.98,8.63,9.68,7.91,7.33,9.31
1369,73,7.9,4,7.28,9.93,7.01,8.85,7.13,7.38,7.52
1370,74,8.4,3,8.37,9.42,7.58,7.33,8.46,8.67,9.31
1371,75,8.2,2,7.12,7.92,9.04,7.89,7.95,8.71,8.5
1372,76,8.3,1,9.04,9.93,7.51,9.66,7.39,7.13,7.24
1373,77,8.3,3,7.7,7.26,7.25,7.7,9.46,8.73,9.99
1374,78,8.6,1,8.11,8.23,9.05,8.54,8.52,8.08,9.43
1375,79,8.8,4,9.86,9.12,9.6,7.38,8.76,8.06,8.94
1376,80,8.8,3,9.63,8.3,9.02,8.33,8.77,9.74,7.68
1377,81,8.6,1,7.59,9.23,8.01,7.25,9.92,8.45,9.48
1378,82,8.3,4,8.91,8.67,8.26,7.19,7.86,8.97,7.97
1379,83,8.7,3,9.45,8.22,8.82,7.95,8.98,9.4,8.11
1380,84,8.4,1,7.43,7.52,9.46,9.62,8.69,8.14,7.81
1381,85,8.4,1,9.78,7.77,7.4,8.91,9.7,7.03,7.88
1382,86,8.9,4,8.57,8.76,9.22,8.59,7.87,9.54,9.42
1383,87,8.6,1,9.92,8.45,7.21,9.24,8.85,7.42,9.18
1384,88,8.6,4,9.05,8.14,9.15,7.65,9.41,9.71,7.19
1385,89,8.3,2,7.32,7.03,9.61,7.47,9.79,8.13,9.02
1386,90,8.7,2,7.51,9.69,8.33,9.29,9.39,8.56,8.35
1387,91,8.1,4,7.67,7.79,7.27,7.63,9.23,9.06,7.94
1388,92,8.9,1,9.14,8.72,9.45,9.52,7.35,9.76,8.45
1389,93,8.2,2,7.26,9.82,7.4,8.14,7.74,8.31,9.04
1390,94,8.7,2,9.6,7.47,8.0,9.11,9.93,8.5,8.44
1391,95,8.4,4,7.0,8.32,9.17,9.22,8.08,9.32,7.73
1392,96,8.4,1,8.66,8.9,8.75,7.55,7.78,7.28,9.68
1393,97,8.5,2,9.75,8.06,7.24,9.91,9.56,7.9,7.23
1394,98,8.3,1,8.16,7.37,8.19,7.93,8.99,9.04,8.71
1395,99,8.5,4,8.31,7.32,9.91,9.56,7.68,9.5,7.16
1396,100,8.3,2,7.87,7.33,7.66,9.71,9.43,8.86,7.21
1397,101,8.5,1,8.82,9.45,7.66,7.78,8.54,7.84,9.71
1398,102,8.4,1,8.89,9.56,7.98,7.32,8.97,7.64,8.25
1399,103,8.4,1,8.97,8.68,7.46,9.64,7.15,9.0,7.56
1400,104,8.6,1,8.93,9.31,7.54,8.85,8.83,8.45,8.37
1401,105,8.5,1,9.74,7.01,9.11,7.8,8.24,9.61,8.13
1402,106,8.2,1,9.32,8.04,7.76,7.61,8.09,9.61,7.17
1403,107,8.6,2,9.44,9.92,7.04,9.21,7.21,9.36,8.35
1404,108,8.7,1,7.32,8.4,9.52,9.76,8.55,8.13,9.42
1405,109,8.7,2,9.79,7.62,9.52,9.46,8.63,7.47,8.43
1406,110,8.1,1,8.65,8.03,8.25,8.1,8.35,7.31,8.33
1407,111,8.2,3,8.66,7.3,8.03,7.37,8.52,9.75,8.07
1408,112,9.0,4,8.9,7.35,9.9,9.04,9.29,8.92,9.36
1409,113,7.9,3,8.09,8.31,7.73,7.14,7.18,7.48,9.11
1410,114,8.6,5,8.08,8.56,8.75,8.76,8.33,8.74,8.97
1411,115,8.2,2,7.95,8.29,7.7,8.87,8.16,8.83,7.43
1412,116,8.1,2,8.52,8.09,7.02,7.37,7.63,8.88,8.94
1413,117,8.6,4,7.92,9.86,9.72,7.91,7.01,9.96,7.67
1414,118,8.1,1,7.92,7.03,7.03,8.35,8.82,9.58,7.75
1415,119,8.8,4,8.88,8.81,8.51,8.85,8.96,9.47,8.21
1416,120,8.8,3,9.16,9.3,8.74,8.97,8.94,7.45,8.71
1417,121,8.5,4,8.68,8.29,7.62,9.9,9.76,7.96,7.08
1418,122,9.0,2,8.14,7.76,8.59,9.83,9.49,9.71,9.74
1419,123,8.2,4,9.51,7.08,8.87,8.73,7.17,8.78,7.1
1420,124,7.7,4,7.23,7.27,7.14,8.37,7.13,8.15,8.43
1421,125,8.5,1,7.79,7.68,9.12,8.26,9.65,7.76,9.02
1422,126,8.1,1,8.32,8.63,7.72,8.22,8.4,7.22,8.15
1423,127,8.4,1,7.46,9.88,7.15,7.89,8.99,7.73,9.67
1424,128,8.3,2,7.76,7.9,8.33,8.49,9.13,8.54,8.09
1425,129,8.3,1,9.48,7.13,7.51,7.73,9.15,7.63,9.59
1426,130,8.5,3,8.55,7.2,9.2,8.68,9.88,7.08,8.78
1427,131,8.0,2,7.78,8.09,7.2,8.09,9.35,7.18,8.47
1428,132,8.9,1,8.28,8.55,9.14,8.11,8.82,9.99,9.39
1429,133,8.8,2,7.74,8.49,9.71,8.84,9.95,7.56,9.28
1430,134,8.5,4,8.42,7.45,8.28,9.37,9.17,7.66,8.97
1431,135,8.7,3,7.13,7.57,9.6,9.91,8.08,9.48,8.85
1432,136,8.3,4,9.36,8.86,7.36,8.52,7.82,8.93,7.29
1433,137,8.8,1,9.73,9.5,7.97,9.23,7.53,8.28,9.01
1434,138,8.6,4,9.07,8.38,8.33,8.52,9.09,7.42,9.38
1435,139,7.8,5,8.58,7.03,7.95,7.06,7.21,7.38,9.3
1436,140,8.4,3,7.79,7.06,8.45,7.59,9.59,8.79,9.22
1437,141,8.5,2,8.78,8.55,7.99,8.98,9.51,7.56,8.23
1438,142,8.4,3,9.11,7.81,7.24,9.27,8.2,8.83,8.41
1439,143,8.2,3,9.92,7.23,8.79,7.11,7.28,8.63,8.75
1440,144,9.0,4,9.9,9.97,8.41,7.33,9.11,8.41,9.99
1441,145,8.4,4,9.57,7.66,9.62,7.18,7.82,8.63,8.44
1442,146,7.9,1,7.78,7.43,7.87,7.93,8.32,7.27,8.85
1443,147,8.1,4,9.1,9.52,8.33,8.41,7.03,7.1,7.03
1444,148,7.9,5,7.35,8.8,7.41,7.35,7.01,8.33,9.27
1445,149,8.4,4,7.0,8.27,9.97,8.58,7.98,8.58,8.35
1446,150,8.6,1,9.41,8.43,7.99,7.21,9.94,8.35,8.95
1447,151,8.6,3,7.61,9.91,8.54,8.28,7.78,9.64,8.18
1448,152,9.1,2,8.84,7.34,9.85,9.8,9.25,9.19,9.53
1449,153,8.3,1,7.11,8.33,9.98,9.32,7.33,7.07,9.02
1450,154,8.6,3,9.74,8.16,7.16,7.99,8.64,9.86,8.73
1451,155,8.3,4,8.73,9.52,7.63,7.95,8.09,7.42,8.88
1452,156,8.0,3,9.1,7.26,7.98,9.16,8.74,7.04,7.02
1453,157,8.7,1,9.59,7.53,7.1,9.59,8.89,9.76,8.11
1454,158,8.8,4,8.76,8.92,9.14,8.24,7.48,9.27,9.93
1455,159,8.4,5,9.61,7.7,8.56,9.82,7.78,7.37,8.3
1456,160,8.4,3,8.51,8.31,8.4,7.69,9.57,9.08,7.52
1457,161,8.7,1,9.73,7.33,9.23,7.47,9.15,8.22,9.67
1458,162,8.2,1,9.88,7.49,8.0,7.22,8.41,7.15,9.18
1459,163,8.1,4,9.02,8.45,7.84,7.28,9.8,7.07,7.22
1460,164,9.0,1,8.18,8.71,9.59,9.72,9.72,8.63,8.41
1461,165,8.5,2,8.49,8.72,8.75,7.85,7.66,8.53,9.74
1462,166,8.1,3,7.51,8.91,7.07,7.29,7.39,8.94,9.38
1463,167,8.7,2,9.0,9.74,7.06,9.02,9.99,8.79,7.26
1464,168,8.3,5,9.78,7.36,8.19,8.56,8.35,8.19,7.74
1465,169,9.1,2,8.91,9.18,8.66,9.43,8.19,9.8,9.21
1466,170,8.8,1,9.68,7.71,9.4,9.41,8.35,7.07,9.7
1467,171,7.9,2,7.79,7.43,7.49,9.06,7.04,7.43,8.84
1468,172,8.0,1,9.84,8.86,7.93,7.08,7.15,7.82,7.39
1469,173,8.2,1,8.99,8.18,8.05,9.07,8.53,7.37,7.2
1470,174,8.5,4,8.01,7.72,7.19,9.45,9.81,7.82,9.4
1471,175,8.2,3,7.83,7.67,8.42,8.2,7.61,7.52,9.93
1472,176,8.5,2,8.49,8.58,7.87,7.1,9.73,9.54,8.08
1473,177,8.4,1,8.48,9.12,7.12,9.46,7.79,7.99,8.89
1474,178,8.5,4,7.39,9.33,8.1,9.95,9.68,7.73,7.65
1475,179,8.5,2,7.56,9.72,8.38,9.57,8.25,8.8,7.09
1476,180,8.5,2,7.74,7.12,8.52,9.87,9.73,8.3,8.26
1477,181,8.1,4,7.21,8.78,7.56,7.33,7.85,8.76,9.31
1478,182,8.9,5,9.66,9.54,9.25,9.18,9.54,7.81,7.27
1479,183,8.6,4,8.68,7.55,9.82,7.76,9.87,9.14,7.35
1480,184,8.2,3,9.39,8.44,7.74,7.53,7.02,8.86,8.44
1481,185,8.5,1,9.39,8.12,9.0,7.06,7.53,9.24,9.34
1482,186,8.9,1,8.95,7.59,8.74,9.71,9.18,8.36,9.73
1483,187,8.0,1,7.93,9.03,7.05,8.9,7.53,7.0,8.76
1484,188,7.9,4,7.07,7.58,7.25,7.72,8.36,8.27,9.27
1485,189,7.9,1,8.51,7.78,7.79,7.47,7.97,8.0,7.67
1486,190,8.9,1,8.41,9.7,9.19,7.98,9.43,9.38,7.93
1487,191,8.2,4,9.1,8.2,7.22,7.07,8.46,9.37,8.16
1488,192,7.9,2,8.45,7.83,7.03,7.6,7.18,8.99,8.4
1489,193,8.4,4,9.01,8.11,8.94,7.01,8.93,7.91,8.86
1490,194,8.8,3,9.7,9.62,8.33,7.57,9.07,8.15,9.12
1491,195,8.1,1,8.0,7.01,8.93,8.6,7.02,7.68,9.32
1492,196,8.7,1,8.51,9.73,7.57,8.38,9.9,7.82,8.92
1493,197,8.8,2,8.77,7.97,7.95,9.78,8.89,9.95,8.0
1494,198,8.4,1,8.71,7.65,7.12,7.82,8.23,9.45,9.47
1495,199,9.1,2,8.31,9.76,8.84,8.97,9.59,8.87,9.13
1496,200,8.4,5,8.9,7.45,9.07,8.91,8.84,7.6,8.15
1497,201,8.7,2,9.89,7.51,8.09,9.23,8.21,8.81,9.32
1498,202,8.5,2,8.94,7.11,7.7,9.21,7.8,9.08,9.87
1499,203,8.0,3,7.17,7.85,7.78,7.79,8.62,9.18,7.76
1500,204,8.2,1,7.4,8.94,7.57,8.39,9.61,8.01,7.69
1501,205,8.6,5,7.87,9.57,9.1,9.55,7.4,7.91,8.48
1502,206,8.3,5,8.94,8.33,9.01,8.23,7.31,8.39,7.78
1503,207,8.8,4,8.38,9.62,9.35,9.22,9.05,7.96,8.14
1504,208,8.2,4,7.91,7.4,9.52,8.21,7.54,7.75,8.95
1505,209,8.6,1,7.48,9.19,9.96,9.61,7.96,7.16,9.17
1506,210,9.1,4,9.63,8.71,8.58,9.74,8.39,9.95,8.75
1507,211,8.6,3,8.47,7.46,9.92,7.86,9.28,7.27,9.95
1508,212,8.5,3,8.87,9.42,8.38,7.05,9.18,8.44,7.9
1509,213,8.3,2,7.07,9.46,9.24,8.62,7.17,8.08,8.49
1510,214,7.8,4,8.47,7.09,7.94,7.24,8.57,7.88,7.76
1511,215,8.1,3,7.87,8.26,8.52,8.54,7.69,7.41,8.62
1512,216,8.5,4,9.55,9.41,7.23,7.48,9.04,8.09,8.54
1513,217,8.2,1,9.18,8.88,7.03,7.68,7.99,8.55,7.84
1514,218,8.2,4,7.26,8.01,9.88,7.97,8.72,8.45,7.16
1515,219,8.7,4,9.09,9.28,8.05,9.67,7.34,7.41,9.96
1516,220,8.2,3,7.0,8.33,8.37,9.75,8.56,7.56,7.76
1517,221,8.1,5,7.48,7.89,7.85,9.49,7.69,8.78,7.28
1518,222,8.6,5,9.55,7.43,9.8,7.98,7.13,9.13,9.36
1519,223,8.8,2,9.63,7.23,9.74,8.41,8.71,9.22,8.55
1520,224,8.2,3,9.68,8.94,7.35,7.47,8.63,7.58,7.7
1521,225,8.2,4,8.33,9.56,7.19,7.05,9.32,7.0,8.8
1522,226,8.8,3,9.91,8.97,9.24,9.14,7.31,9.03,7.72
1523,227,8.2,1,7.49,9.4,8.76,7.51,9.76,7.18,7.2
1524,228,9.0,5,8.29,9.28,9.33,8.16,9.83,9.1,9.09
1525,229,9.0,1,9.44,8.87,8.99,9.84,8.41,9.03,8.75
1526,230,8.4,1,8.61,7.31,9.86,8.0,7.72,9.88,7.17
1527,231,8.6,2,7.42,9.05,9.17,7.66,9.77,9.75,7.67
1528,232,8.5,3,7.38,9.48,7.39,9.92,8.55,8.84,7.65
1529,233,8.4,3,9.36,7.65,9.78,8.1,7.35,8.72,7.66
1530,234,8.4,2,9.27,7.93,8.92,9.3,8.64,7.4,7.54
1531,235,8.1,4,8.45,7.16,8.07,7.8,9.53,8.21,7.78
1532,236,8.5,1,8.76,7.44,9.3,7.05,9.46,9.79,7.89
1533,237,9.1,4,9.61,8.58,7.79,9.86,9.06,8.86,9.87
1534,238,8.6,5,8.01,7.26,9.45,8.44,9.38,9.47,8.06
1535,239,8.8,1,7.14,9.51,9.47,9.02,8.03,9.26,9.29
1536,240,8.7,1,7.29,8.75,8.87,8.46,9.61,8.68,8.92
1537,241,8.3,1,7.85,7.8,8.86,8.21,8.55,7.17,9.48
1538,242,8.6,3,8.76,8.47,9.86,7.39,9.13,7.96,8.83
1539,243,8.4,3,9.13,9.15,7.96,7.7,7.65,7.42,9.91
1540,244,8.8,4,7.44,9.49,7.87,9.87,9.79,8.85,8.17
1541,245,8.7,1,8.51,8.96,9.29,7.97,8.89,9.73,7.31
1542,246,8.6,1,8.52,8.98,9.54,7.03,9.96,7.66,8.38
1543,247,8.6,4,9.92,9.64,8.19,7.36,7.07,8.74,9.02
1544,248,8.5,3,9.92,7.79,7.32,9.69,8.22,8.01,8.51
1545,249,8.3,2,9.46,8.31,9.2,8.1,8.94,7.06,7.13
1546,250,8.5,3,7.91,8.6,8.83,7.93,7.33,9.6,9.62
1547,251,8.4,3,7.64,8.45,9.19,8.68,8.53,9.13,7.27
1548,252,8.7,3,9.95,7.05,8.15,8.92,8.05,9.0,9.63
1549,253,8.5,1,9.0,7.92,9.63,7.82,8.95,7.98,8.01
1550,254,8.7,4,7.54,9.31,9.8,9.47,9.17,7.33,8.35
1551,255,7.7,1,7.03,7.65,7.73,7.38,7.31,8.81,8.02
1552,256,8.5,3,9.06,7.97,8.22,8.21,8.56,9.08,8.38
1553,257,8.3,3,7.79,8.01,7.52,7.43,9.42,8.95,8.68
1554,258,7.7,3,7.5,7.44,7.36,7.51,7.16,7.41,9.43
1555,259,8.6,4,8.97,8.15,8.12,9.37,9.76,8.91,7.21
1556,260,8.3,4,8.41,8.4,7.51,8.85,8.01,9.16,7.58
1557,261,8.5,4,9.64,7.29,8.32,9.54,7.24,9.41,8.1
1558,262,8.8,1,9.81,7.57,8.06,7.88,9.24,9.13,9.87
1559,263,8.5,2,8.18,8.14,9.04,8.07,9.17,9.54,7.14
1560,264,8.4,1,8.62,8.53,8.54,7.43,7.84,8.5,9.57
1561,265,8.3,4,8.35,8.24,7.14,7.52,9.97,8.37,8.84
1562,266,8.9,4,9.37,9.99,9.66,8.14,7.74,9.43,8.28
1563,267,8.7,4,9.42,9.94,9.2,7.09,9.16,8.49,7.62
1564,268,9.0,1,9.17,7.2,8.17,9.19,9.44,9.77,9.76
1565,269,8.4,1,8.7,7.5,7.42,9.76,7.93,9.38,8.43
1566,270,8.4,1,8.02,9.59,7.89,7.76,7.08,9.3,9.49
1567,271,7.8,2,7.04,7.75,7.36,9.86,7.97,7.74,7.06
1568,272,8.6,1,9.26,9.8,7.38,7.75,8.24,8.63,9.47
1569,273,8.4,2,8.28,9.64,9.76,8.71,7.54,7.57,7.49
1570,274,8.6,2,8.39,8.83,9.45,8.38,8.45,7.09,9.83
1571,275,8.3,5,9.11,9.32,9.36,8.2,7.09,7.99,7.3
1572,276,8.8,1,8.26,9.23,8.67,9.42,8.79,9.62,7.67
1573,277,8.5,3,7.06,9.8,9.13,7.67,8.09,7.62,9.84
1574,278,8.7,1,7.44,9.91,7.62,7.68,9.7,8.79,9.52
1575,279,8.6,2,7.6,9.32,9.29,7.52,8.56,9.51,8.34
1576,280,8.7,5,8.97,7.86,7.74,9.34,9.68,7.77,9.67
1577,281,8.2,4,7.33,9.29,7.94,9.37,8.01,8.04,7.26
1578,282,8.1,1,8.76,8.8,7.37,7.69,8.27,7.82,7.67
1579,283,8.2,5,8.12,7.52,9.04,9.1,7.81,8.4,7.17
1580,284,8.3,1,7.57,9.47,7.72,7.39,9.39,9.34,7.38
1581,285,8.3,4,7.59,9.86,8.17,9.28,7.71,7.9,7.31
1582,286,9.2,1,9.95,8.9,9.78,8.31,9.94,9.51,8.22
1583,287,8.6,3,8.67,7.78,7.53,9.04,9.81,7.36,9.8
1584,288,8.8,3,8.77,8.36,8.83,9.81,8.37,8.65,8.63
1585,289,8.5,1,8.23,7.14,7.67,9.82,9.61,9.8,7.27
1586,290,8.5,2,7.28,7.99,8.4,9.21,8.56,8.12,9.75
1587,291,7.6,4,9.08,7.01,7.39,7.43,7.83,7.0,7.65
1588,292,8.7,3,9.28,7.43,9.04,7.93,9.39,9.94,7.8
1589,293,8.2,2,8.89,7.93,8.49,9.69,7.06,7.07,8.18
1590,294,8.3,1,7.6,9.48,9.14,7.75,7.49,8.61,8.36
1591,295,8.8,3,8.62,9.83,8.28,9.31,9.04,8.5,7.74
1592,296,8.5,3,8.41,9.96,7.94,7.18,9.09,8.09,9.0
1593,297,8.3,4,8.91,9.39,7.63,7.26,9.4,7.65,7.76
1594,298,8.7,3,9.76,9.37,7.27,7.03,9.12,9.72,8.58
1595,299,8.7,5,7.49,9.8,9.2,8.56,9.36,8.74,7.86
1596,300,8.2,3,7.25,8.51,7.45,9.02,8.62,9.23,7.01
1597,301,8.5,1,7.85,8.8,9.58,8.54,8.56,8.96,7.31
1598,302,9.2,1,9.95,7.57,9.07,9.53,9.9,9.57,8.76
1599,303,8.5,4,7.97,8.37,9.8,8.4,8.94,8.24,7.9
1600,304,8.8,1,8.98,8.64,7.87,7.83,9.61,9.7,9.19
1601,305,8.9,3,7.37,8.86,8.94,9.14,8.86,9.49,9.34
1602,306,8.6,3,8.73,7.21,7.9,9.39,9.95,8.2,8.62
1603,307,8.8,4,9.57,9.59,9.66,7.1,9.08,8.01,8.33
1604,308,9.1,3,9.51,9.87,9.72,9.6,8.31,8.93,7.97
1605,309,8.0,1,7.76,8.03,7.65,7.34,9.07,8.48,7.51
1606,310,8.6,1,7.39,9.48,9.82,8.73,8.13,7.01,9.56
1607,311,8.7,3,8.66,8.53,8.73,7.8,9.18,9.03,8.85
1608,312,8.3,4,8.3,8.29,8.78,8.05,8.31,9.32,7.38
1609,313,8.0,1,7.14,8.35,7.34,8.69,8.73,7.45,8.55
1610,314,8.5,1,8.8,9.54,7.9,8.45,7.39,9.15,8.61
1611,315,8.8,1,8.85,8.39,7.22,8.64,9.52,9.09,9.71
1612,316,8.4,4,9.13,8.24,7.29,8.76,8.32,8.46,8.66
1613,317,9.1,2,9.54,9.49,8.18,9.55,8.93,9.73,8.3
1614,318,7.9,3,7.77,8.69,7.61,8.62,7.42,7.18,8.32
1615,319,8.6,4,7.26,7.36,8.28,9.6,9.81,9.14,8.52
1616,320,8.4,5,7.29,8.33,9.25,8.77,9.69,7.79,7.92
1617,321,8.7,4,9.12,8.53,8.5,9.2,7.38,9.69,8.17
1618,322,8.6,4,7.34,9.7,7.95,9.97,9.67,7.19,8.04
1619,323,8.4,3,7.6,7.11,9.69,8.55,7.86,8.7,9.19
1620,324,8.6,4,9.34,8.87,8.35,8.78,8.04,7.75,9.37
1621,325,8.3,3,8.57,9.25,8.78,8.32,8.43,7.15,7.93
1622,326,8.4,1,8.14,8.41,8.14,9.59,8.4,7.31,8.98
1623,327,8.7,4,8.91,9.82,7.35,8.0,9.9,8.88,8.17
1624,328,8.4,1,8.76,8.31,9.11,8.34,7.85,8.97,7.23
1625,329,7.8,2,7.66,8.38,9.21,7.9,7.06,7.33,7.34
1626,330,8.9,4,9.68,9.23,8.4,7.89,9.87,9.34,7.9
1627,331,8.5,3,8.68,8.66,8.51,8.24,7.68,8.23,9.63
1628,332,8.6,2,8.63,9.02,9.52,7.54,9.4,7.41,8.64
1629,333,8.2,2,8.02,7.1,8.25,8.8,7.92,7.25,9.74
1630,334,8.3,4,7.32,8.32,8.32,8.85,8.23,7.21,9.52
1631,335,8.9,1,9.69,9.35,8.59,8.16,9.93,8.04,8.87
1632,336,8.7,2,9.86,8.27,7.95,9.75,8.28,8.43,8.42
1633,337,9.2,4,8.58,9.76,9.56,9.61,7.62,9.79,9.14
1634,338,8.0,2,8.86,7.49,8.76,7.03,7.45,8.83,7.66
1635,339,8.3,3,9.0,8.96,8.16,7.49,7.36,8.58,8.75
1636,340,8.3,5,9.78,8.73,7.13,9.98,8.05,7.07,7.7
1637,341,8.4,2,7.12,8.16,8.8,8.29,8.7,8.64,9.2
1638,342,8.1,2,7.81,8.26,7.81,7.8,7.93,8.44,8.35
1639,343,8.2,3,9.33,7.76,8.83,7.72,8.77,7.14,7.71
1640,344,8.4,1,7.91,7.62,9.83,7.09,8.78,9.51,7.93
1641,345,8.9,1,8.04,7.16,9.6,9.58,9.64,9.03,9.21
1642,346,8.3,3,7.23,9.68,7.33,8.33,8.13,9.21,8.25
1643,347,8.5,3,9.51,9.18,9.51,7.56,8.87,7.59,7.29
1644,348,9.2,3,9.95,9.56,8.69,9.16,9.55,9.02,8.7
1645,349,8.0,4,9.27,7.55,7.09,7.41,7.09,9.8,8.04
1646,350,8.4,3,9.02,9.48,7.77,9.72,8.55,7.4,7.03
1647,351,8.3,2,8.73,7.92,7.65,8.77,7.3,8.45,9.13
1648,352,7.6,4,7.17,7.25,7.36,8.25,8.49,7.32,7.16
1649,353,7.7,3,7.12,7.19,7.17,7.16,9.1,8.13,7.73
1650,354,8.3,3,7.43,7.18,8.95,9.31,8.17,7.66,9.37
1651,355,8.1,1,7.33,9.14,8.35,7.2,7.8,8.97,8.13
1652,356,8.6,3,8.53,9.41,7.01,9.46,9.71,7.06,8.81
1653,357,8.8,3,7.85,9.38,8.29,9.94,9.17,9.53,7.63
1654,358,7.8,4,7.33,7.29,8.74,7.33,8.1,7.83,8.18
1655,359,8.5,5,8.3,8.64,8.74,7.2,9.08,8.85,8.44
1656,360,8.5,3,9.78,9.99,7.71,7.14,8.1,8.52,8.48
1657,361,8.0,1,7.42,7.62,7.58,7.19,8.57,9.81,8.11
1658,362,8.4,3,7.49,9.92,9.72,9.2,7.05,8.31,7.21
1659,363,8.4,4,9.39,7.14,8.29,9.17,8.76,8.06,8.33
1660,364,8.8,4,8.01,9.98,8.75,9.11,8.6,9.16,8.28
1661,365,8.3,3,9.88,8.06,8.62,7.08,8.15,8.31,8.0
1662,366,8.4,3,7.44,9.73,8.31,8.51,9.62,7.1,7.91
1663,367,8.0,1,7.39,7.08,9.06,9.43,7.05,7.37,8.94
1664,368,8.5,1,7.71,7.68,9.67,8.44,7.58,9.73,8.86
1665,369,8.4,4,7.89,8.73,7.19,7.74,9.52,9.34,8.44
1666,370,8.5,1,9.95,7.23,7.79,8.83,8.65,9.2,7.86
1667,371,8.3,1,7.83,8.4,8.34,7.98,9.79,8.42,7.58
